artist,Nationality,citizenship,gender,styles,movement,Art500k_Movements,birth_place,death_place,birth_year,death_year,FirstYear,LastYear,wikiart_pictures_count,locations,locations_with_years,styles_extended,StylesCount,StylesYears,occupations,PaintingsExhibitedAt,PaintingsExhibitedAtCount,PaintingSchool,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,Contemporary,Type
Macaparana,,Brazil,male,,,,Macaparana,,1952.0,,1910.0,2013.0,,,[],,,,"drawer,sculptor,painter",,,,,,,,,Yes,
Roberto Rodrigues,,Brazil,male,,,,Recife,Rio de Janeiro,1906.0,1929.0,1923.0,1929.0,,,[],,,,painter,,,,,,,,,No,
Štefan Kovaľ,,,,,,,,,1916.0,,1988.0,1988.0,,,[],,,,,,,,,,,,,,
Valentine Blacker,,,male,,,,Armagh,Kolkata,1778.0,1826.0,,,,,[],,,,"military writer,soldier,cartographer,surveyor,military personnel",India,{India:30},,,,,,,,
Apel·les Mestres,,Spain,male,,,,Barcelona,Barcelona,1854.0,1936.0,1907.0,1907.0,,,[],,,,"editorial cartoonist,illustrator,translator,playwright,poet,businessperson,composer,writer",,,,,,,,,No,
Martin Somerville,,United Kingdom of Great Britain and Ireland,male,,,,England,Quebec City,1797.0,1856.0,1849.0,1849.0,,,[],,,,"drawing teacher,painter,illustrator",,,,,,,,,No,
Jeong Su-yeong,,South Korea,female,,,,South Korea,,1982.0,,1743.0,1831.0,,,[],,,,actor,,,,,,,,,No,
Fuku Akino,,Empire of Japan,female,,,,,,1908.0,2001.0,1946.0,2001.0,,,[],,,,painter,,,,,,,,,Yes,
Carl Moser,,Austria,male,,,,Bolzano,Bolzano,1873.0,1939.0,1937.0,1937.0,,,[],,,,"printmaker,graphic artist,xylographer,painter",,,,,,,,,No,
Ryu,,United States,male,,,,,,,,1976.0,1976.0,,,[],,,,"musician,singer,actor,professional gamer",,,,,,,,,No,
Paul Greenberg,,United States,male,,,,,,,,1990.0,1990.0,,,[],,,,"journalist,researcher",,,,,,,,,,
Phil Ochs,,United States,male,,,,El Paso,Far Rockaway,1940.0,1976.0,1975.0,1975.0,,,[],,,,"guitarist,songwriter,singer-songwriter,singer,poet",,,,,,,,,No,
Yun Yong,,Joseon,male,,,,,,1708.0,1740.0,1708.0,1740.0,,,[],,,,painter,,,,,,,,,No,
Michael Cook,,,male,,,,,,,,2014.0,2014.0,,,[],,,,researcher,,,,,,,,,Yes,
William Hind,,Canada,male,,,,Nottingham,Sussex,1833.0,1889.0,1862.0,1863.0,,,[],,,,painter,,,,,,,,,No,
Gabriele Basilico,,Kingdom of Italy,male,,,,Milan,Milan,1944.0,2013.0,2009.0,2009.0,,Milan,[],,,,"architect,photographer",,,,,,,,,Yes,
Boris Izrailevich Anisfeld,,United States,male,,,,Bălți,Waterford,1878.0,1973.0,1906.0,1906.0,,,[],,,,painter,,,,,,,,,No,
Kano Motonobu,Japanese,Japan,male,,,{Muromachi period (1392–1573):33},Kyoto,Kyoto,1476.0,1559.0,1507.0,1543.0,,,[],,{Yamato-e:33},Yamato-e:1507-1543,painter,"NY, New York City, US","{New York City:7},{NY:7},{US:7}",Kanō school,,,,"Kanō Masanobu,",,No,
Emilio Villa,,Kingdom of Italy,male,,,,Affori,Rieti,1914.0,2003.0,1975.0,1975.0,,,[],,,,"Bible translator,translator,poet",,,,,,,,,No,
Stephan Huber,,Germany,male,,,,Lindenberg im Allgäu,,1952.0,,2002.0,2002.0,,Munich,[],,,,"university teacher,economist",,,,,,,,,Yes,
Elias Zayat,,Syria,male,,,,Damascus,Damascus,1935.0,2022.0,2014.0,2014.0,,,[],,,,"visual artist,painter,professor",Syria,{Syria:1},,,,,,,Yes,
Alex Stewart,,,male,,,,,,,,2016.0,2016.0,,,[],,,,"researcher,association football player",Sri Lanka,{Sri Lanka:2},,,,,,,Yes,
Min Yeong-hwan,,Joseon,male,,,,Seoul,,1861.0,1905.0,1861.0,1905.0,,,[],,,,"diplomat,politician",,,,,,,,,No,
Yang Gi-hun,,,male,,,,,,1992.0,,1843.0,1919.0,,,[],,,,association football player,,,,,,,,,No,
Yang Paeng-son,,Joseon,male,,,,,,1480.0,1545.0,1488.0,1545.0,,,[],,,,"scholar,painter,civil servant",,,,,,,,,No,
Charlotte Bonaparte,,France,female,,,,Paris,Sarzana,1802.0,1839.0,1834.0,1834.0,,,[],,,,painter,,,,,,,,,No,
Yi In-sang,,,male,,,,,,1710.0,1760.0,1710.0,1760.0,,,[],,,,painter,,,,,,,,,No,
David Graham,,,male,,,,,,,,1997.0,1997.0,,,[],,,,researcher,,,,,,,,,,
Venia Dimitrakopoulou,,Greece,female,,,{Contemporary Art:1},Athens,,1965.0,,2014.0,2014.0,,,[],,,,sculptor,Greece,{Greece:1},,,,,,,Yes,
Frederick Marlett Bell-Smith,,Canada,male,,,,London,Toronto,1846.0,1923.0,1888.0,1888.0,,,[],,,,"painter,teacher",,,,,,,,,No,
Frederick Whymper,,United Kingdom of Great Britain and Ireland,male,,,,London,London,1838.0,1901.0,1865.0,1865.0,,,[],,,,"explorer,journalist,scientist",,,,,,,,,No,
Inji Efflatoun,,Egypt,female,,,,Shobra,Cairo,1924.0,1989.0,,,,,[],,,,"women's rights activist,activist,painter",Egypt,{Egypt:5},,,,,,,,
Charles Keller,,,male,,,,Rochester,Coronado,1868.0,1949.0,1951.0,1951.0,,,[],,,,"military officer,military engineer,businessperson",,,,,,,,,No,
Eliot Elisofon,,United States,male,,,,New York City,New York City,1911.0,1973.0,1947.0,1962.0,,,[],,,,"drawer,photographer",,,,,,,,,No,
Diego Perrone,,Italy,male,,,,Asti,,1970.0,,2005.0,2016.0,,"Berlin,Asti,Milan",[],,,,"filmmaker,sculptor,photographer,association football player",,,,,,,,,Yes,
Moissey Kogan,,France,male,,,,Orhei,Auschwitz,1879.0,1943.0,1925.0,1925.0,,,[],,,,"drawer,printmaker,ceramicist,medalist,sculptor",,,,,,,,,No,
Gustav Eberlein,,Argentina,male,,,,Spiekershausen,Berlin,1847.0,1926.0,1896.0,1896.0,,"Kassel,Berlin,Italy","['Berlin:1870-1880', 'Italy:1872-1872']",,,,"sculptor,painter,illustrator",,,,,,,,,No,
Alfonz Groma,,,male,,,,,,1924.0,1993.0,1970.0,1970.0,,,[],,,,sculptor,,,,,,,,,No,
Miroslav Ksandr,,,male,,,,,,1931.0,2003.0,1980.0,1980.0,,,[],,,,sculptor,,,,,,,,,,
Clara Rilke-Westhoff,,Germany,female,,,,Bremen,Fischerhude,1878.0,1954.0,1902.0,1902.0,,,[],,,,"sculptor,painter",,,,,,,,,No,
Juraj Meliš,,Slovakia,male,,,,Nové Zámky,Skalica,1942.0,2016.0,1975.0,1994.0,,,[],,,,"graphic artist,university teacher,sculptor,teacher",,,,,,,,,,
Ikkyu,,Ashikaga shogunate,male,,,,Kyoto,Kyotanabe,1394.0,1481.0,,,,,[],,,,"calligrapher,bhikkhu,poet",Japan,{Japan:1},,,,,,,,
Arman,"French,American",France,male,,,{Nouveau Réalisme:21},Nice,New York City,1928.0,2005.0,1962.0,2005.0,,"New York City,Nice","['New York City:1962-2005', 'Nice:1954-1972']",,"{Nouveau Réalisme:20}, {Pop Art:2}","Nouveau Réalisme:1962-2005,Pop Art:1962-1962","drawer,performance artist,visual artist,jewelry designer,sculptor,painter,illustrator",,,,,,,,,Yes,
Richard Nonas,,United States,male,,,,New York City,New York City,1936.0,2021.0,2012.0,2012.0,,,[],,,,"printmaker,university teacher,sculptor",,,,,,,,,Yes,
Alberto Campo Baeza,,Spain,male,,,,Valladolid,,1946.0,,2011.0,2011.0,,,[],,,,architect,,,,,,,,,Yes,
Shizuo Fujimori,,Japan,male,,,,Kurume,,1891.0,1943.0,1914.0,1914.0,,,[],,,,"printmaker,visual artist,painter",,,,,,,,,No,
Kim Jeong-ho,,South Korea,male,,,,,,1804.0,,1760.0,1866.0,,,[],,,,geographer,,,,,,,,,No,
Adham Faramawy,,,male,,,,,,1981.0,,2013.0,2013.0,,,[],,,,artist,,,,,,,,,Yes,
Eva Kmentová,,Czechoslovakia,female,,,,Prague,Prague,1928.0,1980.0,,,,,[],,"{New age:2}, {Conceptual Art:2}",,"drawer,sculptor",,,,,,,,,,
Antonio Fiorentino,,,male,,,,,,,,2014.0,2014.0,,,[],,,,researcher,,,,,,,,,Yes,
Vittorio Tavernari,,Kingdom of Italy,male,,,,Milan,Varese,1919.0,1987.0,1965.0,1965.0,,,[],,{Abstract Art:1},Abstract Art:1965-1965,sculptor,,,,,,,,,No,
James Capper,,United Kingdom of Great Britain and Ireland,male,,,,,,1743.0,1825.0,2013.0,2013.0,,,[],,,,"meteorologist,writer",,,,,,,,,Yes,
Arturo Martini,,Kingdom of Italy,male,,,,Treviso,Milan,1889.0,1947.0,1913.0,1989.0,,,[],,,,"printmaker,ceramicist,sculptor,painter,writer",,,,,,,,,,
Radek Kratina,,Czechoslovakia,male,,,,Brno,Prague,1928.0,1999.0,,,,"Brno,Jihlava",[],,{abstract art:1},,"textile designer,graphic artist,sculptor,painter,exhibition curator,mosaicist,photographer",,,,,,,,,,
Stelio Maria Martini,,Kingdom of Italy,male,,,,Ancona,Caivano,1943.0,2016.0,1962.0,1962.0,,,[],,,,"literary critic,artist,poet",,,,,,,,,No,
Ljubomir Ivanović,,,male,,,,Belgrade,Belgrade,1882.0,1945.0,,,,,[],,,,"graphic artist,painter,illustrator,artist,professor",Paris,{Paris:1},,,,,,,,
Txiki,,,male,,,,Zalamea de la Serena,Cerdanyola del Vallès,1954.0,1975.0,1929.0,1929.0,,,[],,,,drawer,,,,,,,,,No,
Zheng Sixiao,,Yuan dynasty,male,,,,,,1241.0,1318.0,,,,,[],,,,painter,China,{China:2},,,,,,,,
Klaus Staeck,,Germany,male,,,,Pulsnitz,,1938.0,,1978.0,1984.0,,"Heidelberg,Berlin",[],,,,"designer,caricaturist,graphic artist,sculptor,exhibition curator,graphic designer,lawyer,photographer",,,,,,,,,,
Athar Jaber,,,male,,,,Rome,,1982.0,,2015.0,2015.0,,Antwerp,[],,,,sculptor,Iraq,{Iraq:1},,,,,,,Yes,
Vladimir Janousek,,Czechoslovakia,male,,,,Q110148326,Brno,1922.0,1986.0,,,,,[],,{experimental production figures:2},,"sculptor,painter",,,,,,,,,,
Giovanni Kronenberg,,,male,,,,,,,,2017.0,2017.0,,,[],,,,film director,,,,,,,,,Yes,
Pietro Bernasconi,,,male,,,,,,1705.0,1767.0,1868.0,1868.0,,,[],,,,"organ builder,researcher,master builder,architect,sculptor",,,,,,,,,No,
Giovanni Pandiani,,Kingdom of Italy,male,,,,Milan,Milan,1809.0,1879.0,1846.0,1846.0,,,[],,,,sculptor,,,,,,,,,No,
Antonio Carminati,,Kingdom of Italy,male,,,,Brembate,Milan,1859.0,1908.0,1891.0,1891.0,,,[],,,,"sculptor,architect",,,,,,,,,No,
Stjepan Gračan,,Kingdom of Yugoslavia,male,,,,"Prugovac, Kloštar Podravski",Zagreb,1941.0,2022.0,,,,,[],,{expresionism:1},,"visual artist,university teacher,sculptor",,,,,,,,,,
Michal Macku,,,male,,,,Bruntál,,1963.0,,2010.0,2010.0,,Olomouc,[],,,,"graphic artist,researcher,painter,teacher,photographer",,,,,,,,,Yes,
Cincinnato Baruzzi,,Kingdom of Italy,male,,,,Imola,Bologna,1796.0,1878.0,1837.0,1837.0,,"Bologna,Rome",[],,,,sculptor,,,,,,,,,No,
Kveta Pacovska,,Czechoslovakia,female,,,,Prague,Prague,1928.0,2023.0,,,,,[],,{abstract art:1},,"graphic artist,sculptor,typographer,painter,illustrator,writer",,,,,,,,,,
Alessandro Guerriero,,Italy,male,,,,Milan,,1943.0,,1987.0,2016.0,,,[],,,,designer,,,,,,,,,Yes,
Paolo Troubetzkoy,,Kingdom of Italy,male,,,,Intra,Pallanza,1866.0,1938.0,1895.0,1900.0,,"United States,Paris,Milan,Britain,Kingdom of Italy,Moscow,Saint Petersburg","['United States:1914-1920', 'Paris:1906-1914,1921-1931', 'Milan:1884-1887', 'Kingdom of Italy:1932-1938', 'Moscow:1887-1898', 'Saint Petersburg:1899-1906']",,,,"sculptor,painter,artist",,,,,,,,,No,
Ewerdt Hilgemann,,Germany,male,,,,Witten,,1938.0,,2011.0,2011.0,,Hardinxveld-Giessendam,[],,,,"visual artist,sculptor",,,,,,,,,Yes,
Carlos Arias,,,male,,,,,,,,1993.0,2010.0,,,[],,,,researcher,,,,,,,,,Yes,
David Reekie,,United Kingdom,male,,,,London Borough of Hackney,,1947.0,,1997.0,1997.0,,,[],,,,"glass artist,sculptor",,,,,,,,,,
Francesco Bertos,,Republic of Venice,male,,,,Dolo,,1678.0,1741.0,,,,"Rome,Padua,Venice,Dolo",['Rome:1693-1693'],,,,"bell founder,sculptor","Italy, Rome","{Rome:1},{Italy:1}",,,,,,,,
Duilio Forte,,Italy,male,,,,Milan,,1967.0,,2016.0,2016.0,,,[],,,,"artist,architect",,,,,,,,,Yes,
Alton Kelley,,United States,male,,,,Houlton,Petaluma,1940.0,2008.0,1971.0,1971.0,,,[],,,,"graphic designer,artist",,,,,,,,,No,
Phan Quang,,Vietnam,male,,,,,,,,2011.0,2011.0,,,[],,,,politician,,,,,,,,,Yes,
Dmitry Zhukov,,Russia,male,,,,Rostov-on-Don,,1981.0,,2013.0,2013.0,,,[],,,,"diplomat,association football player,painter,military personnel,installation artist,sculptor,mind gamer,Wikimedian,Wikipedian,encyclopedist,economist,chess player",St. Petersburg,{St. Petersburg:1},,,,,,,Yes,
Reg Butler,British,United Kingdom,male,,,,Hertfordshire,Berkhamsted,1913.0,1981.0,1948.0,1972.0,,London,[],,,,"drawer,graphic artist,sculptor,artist,architect",,,Geometry of Fear ,,,,,,No,
Joseph Jacinto Mora,,Uruguay,male,,,,Montevideo,Monterey,1876.0,1947.0,1910.0,1910.0,,New York City,['New York City:1900-1900'],,,,"cartographer,sculptor,cartoonist,comics artist,photographer",,,,,,,,,No,
Riccardo Benassi,,,male,,,,,,,,2011.0,2011.0,,,[],,,,film director,,,,,,,,,Yes,
Rudolph Schadow,,Kingdom of Prussia,male,,,,Rome,Rome,1786.0,1822.0,1820.0,1820.0,,"Berlin,Rome","['Berlin:1806-1810', 'Rome:1811-1822']",,,,sculptor,,,,,,,,,No,
Christine Aymon,,Switzerland,female,,,{Contemporary Art:1},Geneva,,1953.0,,2015.0,2015.0,,,[],,,,visual artist,Switzerland,{Switzerland:1},,,,,,,Yes,
Gaetano Manfredini,,Italy,male,,,,,,1800.0,1870.0,1810.0,1810.0,,,[],,,,sculptor,,,,,,,,,No,
Severin,,France,male,,,,Paris,,1979.0,,,,,,[],,,,"musician,singer-songwriter,singer,botanist,Q10547792,painter",Croatia,{Croatia:1},,,,,,,,
Camilla Jørgensen,,Kingdom of Denmark,female,,,,,,1991.0,,,,,,[],,,,association football player,Canada,{Canada:1},,,,,,,,
Mario Ceroli,,Italy,male,,,,Castel Frentano,,1938.0,,1965.0,1978.0,,Rome,['Rome:1949-2010'],,,,"scenic designer,performance artist,ceramicist,scenographer,sculptor",,,,,,,,,No,
Pietro Consagra,,Kingdom of Italy,male,,,,Mazara del Vallo,Milan,1920.0,2005.0,1967.0,1969.0,,Rome,['Rome:1944-1944'],,,,"visual artist,jewelry designer,sculptor,painter,illustrator,artist,poet,writer",,,,,,,,,No,
Caroline O'Brien,,,female,,,,,,1942.0,,,,,,[],,,,,Canada,{Canada:1},,,,,,,,
Petr Johanus,,,male,,,,České Budějovice,,1957.0,2016.0,2016.0,2016.0,,,[],,,,"restorer,sculptor",Czech Republic,{Czech Republic:1},,,,,,,Yes,
Cornelius Kierstede,,,male,,,,,,1674.0,1757.0,1696.0,1731.0,,,[],,,,silversmith,,,,,,,,,No,
Bernardino Cametti,,,male,,,,Rome,Rome,1669.0,1736.0,1704.0,1704.0,,,[],,,,"sculptor,artist",,,,,,,,,No,
Luigi Auriemma,,Italy,male,,,,Montella,,1954.0,,1994.0,1994.0,,,[],,,,"basketball coach,basketball player",,,,,,,,,,
Michael Thomas,,Germany,male,,,,Berlin,Westerrönfeld,1927.0,2019.0,,,,,[],,,,"jazz guitarist,film score composer,conductor,composer",Canada,{Canada:1},,,,,,,,
Giovanni Spertini,,Kingdom of Lombardy–Venetia,male,,,,Pavia,Milan,1821.0,1895.0,1866.0,1866.0,,,[],,,,sculptor,,,,,,,,,No,
Pamela Kaye,,,female,,,,,,1936.0,,,,,,[],,,,,Canada,{Canada:1},,,,,,,,
Paul Hardy,,,male,,,,,,1942.0,,,,,,[],,,,illustrator,Canada,{Canada:1},,,,,,,,
William James Hubard,,United States,male,,,,Whitchurch,Richmond,1807.0,1862.0,1850.0,1850.0,,,[],,,,"sculptor,painter",USA,{USA:1},,,,,,,No,
José dos Reis Carvalho,,Brazil,male,,,,Ceará,Rio de Janeiro,1798.0,1892.0,1851.0,1853.0,,,[],,,,drawer,,,,,,,,,No,
Kim Yu-seong,,South Korea,male,,,,,,1995.0,,1725.0,1824.0,,,[],,,,association football player,,,,,,,,,No,
Miskin,,United Kingdom of Great Britain and Ireland,male,,,,,,1842.0,,1588.0,1588.0,,,[],,,,poet,,,,,,,,,No,
Iwasa Matabei,,Japan,male,,,,Itami,Edo,1578.0,1650.0,,,,"Kyōto,Fukui,Edo",[],,,,"ukiyo-e artist,painter",Japan,{Japan:1},,,,,,,,
Antoni Solà,,Spain,male,,,,Barcelona,Rome,1780.0,1861.0,,,,"Barcelona,Rome",[],,,,sculptor,"Italy, Rome","{Rome:1},{Italy:1}",,,,,,,,
Davide Rivalta,,Italy,male,,,,Bologna,,1974.0,,2017.0,2017.0,,,[],,,,sculptor,,,,,,,,,Yes,
Floriano Bodini,,Kingdom of Italy,male,,,,Gemonio,Milan,1933.0,2005.0,1970.0,1970.0,,Darmstadt,['Darmstadt:1987-1998'],,{Realism:1},Realism:1970-1970,"visual artist,medalist,university teacher,sculptor",,,,,,,,,No,
Mark Sfirri,,United States,,,,,Chester,,1952.0,,2006.0,2006.0,,New Hope,[],,,,woodworker,,,,,,,,,Yes,
Angel Wong,,Malaysia,female,,,,Hong Kong,,,,,,,,[],,,,actor,Canada,{Canada:1},,,,,,,,
Enrico Butti,,Kingdom of Italy,male,,,,Viggiù,Viggiù,1847.0,1932.0,1888.0,1897.0,,,[],,,,"sculptor,painter",,,,,,,,,No,
Rahmi Aksungur,,Turkey,male,,,,,,1955.0,,2011.0,2011.0,,,[],,,,sculptor,,,,,,,,,Yes,
Giuseppe Grandi,,Kingdom of Italy,male,,,,Valganna,Valganna,1843.0,1894.0,1874.0,1875.0,,,[],,,,"printmaker,sculptor,painter",,,,,,,,,No,
Jürgen Rose,,Germany,male,,,,Bernburg,,1937.0,,,,,,[],,,,"opera director,scenographer,university teacher,costume designer,publicist,military officer,journalist,documentary filmmaker",Canada,{Canada:2},,,,,,,,
Teodors Zaļkalns,,Russian Empire,male,,,,Livonia Governorate,Riga,1876.0,1972.0,1915.0,1937.0,,,[],,,,sculptor,,,,,,,,,No,
Ana Lupaș,,Romania,female,,,,Cluj-Napoca,,1940.0,,1962.0,1964.0,,,[],,,,"conceptual artist,installation artist,textile artist,designer",,,,,,,,,No,
Miquel Blay i Fàbregas,,Spain,male,,,,Olot,Q2807,1866.0,1936.0,1891.0,1891.0,,"Q2807,Barcelona",[],,,,sculptor,,,,,,,,,No,
André Ricard Sala,,Spain,male,,,,Barcelona,,1929.0,,,,,,[],,,,industrial designer,Spain,{Spain:1},,,,,,,,
Simon Hurtrelle,,France,male,,,,Béthune,Gennevilliers,1648.0,1724.0,,,,,[],,,,sculptor,France,{France:1},,,,,,,,
Nam Gye-u,,Joseon,male,,,,,,1811.0,1888.0,1811.0,1890.0,,,[],,,,painter,,,,,,,,,No,
Gong Kai,,Ming dynasty,male,,,,,,,,,,,,[],,,,,China,{China:2},,,,,,,,
William Sanger,,,male,,,,,,1885.0,1975.0,1936.0,1936.0,,,[],,,,artist,,,,,,,,,No,
Kita Genki,,Japan,male,,,,,,1664.0,1709.0,1679.0,1679.0,,,[],,,,painter,,,,,,,,,No,
Ales Vasicek,,Czech Republic,male,,,,Ostrava,,1947.0,,1991.0,1991.0,,,[],,,,"glass artist,sculptor",,,,,,,,,,
Bretislav Novak,,Czechoslovakia,male,,,,Pardubice,Prague,1938.0,2003.0,1981.0,1981.0,,,[],,,,"ski jumper,university teacher,pedagogue,mathematician",,,,,,,,,,
Christina Bothwell,,,female,,,,,,1960.0,,2007.0,2007.0,,,[],,,,artist,,,,,,,,,Yes,
Marian Karel,,Czechoslovakia,male,,,,Pardubice,,1944.0,,1989.0,1989.0,,,[],,,,"glass artist,sculptor,pedagogue,teacher",,,,,,,,,,
Baldwin,,United States,male,,,,New Hartford,Denville Township,1838.0,1925.0,1999.0,2002.0,,,[],,,,"inventor,computer scientist",,,,,,,,,Yes,
Joe Mooney,,United States,male,,,,Paterson,Fort Lauderdale,1911.0,1975.0,2006.0,2006.0,,,[],,,,"jazz musician,pianist,singer",,,,,,,,,Yes,
Stephan Balkenhol,,Germany,male,,,,Fritzlar,,1957.0,,2002.0,2002.0,,,[],,,,"visual artist,university teacher,sculptor,painter,photographer",,,,,,,,,Yes,
William Zadig,,Sweden,male,,,,Malmö Sankt Petri församling,Malmö,1884.0,1952.0,1920.0,1920.0,,,[],,,,sculptor,,,,,,,,,No,
Lewis,,United States,male,,,,Castries,Bridgetown,1915.0,1991.0,1989.0,1989.0,,,[],,,,"economist,professor",,,,,,,,,,
Federico Tosi,,Italy,male,,,,Pietrasanta,,1991.0,,2017.0,2017.0,,,[],,,,"volleyball player,researcher",,,,,,,,,Yes,
Isaac Broome,,United States,male,,,,,Trenton,1835.0,1922.0,1876.0,1876.0,,,[],,,,sculptor,,,,,,,,,No,
René Roubíček,,Czech Republic,male,,,,Prague,Prague,1922.0,2018.0,1971.0,1971.0,,,[],,,,"designer,glass artist,university teacher,sculptor,pedagogue,teacher",,,,,,,,,No,
Barry Johnston,,United Kingdom,male,,,,Paddington,,1949.0,,1985.0,1985.0,,,[],,,,"visual artist,radio personality,songwriter,writer,association football player,geographer",,,,,,,,,,
Michel Basbous,,Lebanon,male,,,,Batroun,,1921.0,1981.0,,,,,[],,,,sculptor,Lebanon,{Lebanon:1},,,,,,,,
Li Jian,,Ming dynasty,male,,,,,,,,1794.0,1794.0,,,[],,,,,,,,,,,,,No,
Gimhongsok,,South Korea,male,,,,,,1964.0,,2006.0,2008.0,,,[],,,,"installation artist,artist",,,,,,,,,Yes,
Harry Mayerovitch,,Canada,male,,,,Montreal,Montreal,1910.0,2004.0,1943.0,1943.0,,,[],,,,"writer,university teacher,cartoonist,painter,comics artist,architect",,,,,,,,,No,
Hieronymus Lang,,Switzerland,male,,,,Hüfingen,Schaffhausen,1520.0,1582.0,1553.0,1553.0,,"Hüfingen,Schaffhausen",[],,,,"glass painter,painter,artist",Switzerland,{Switzerland:1},,,,,,,No,
Thomas Davies,,United Kingdom of Great Britain and Ireland,male,,,,Shooter's Hill,Blackheath,1737.0,1812.0,1766.0,1766.0,,,[],,,,"ornithologist,painter,military personnel,naturalist",,,,,,,,,No,
James Pattison Cockburn,,United Kingdom of Great Britain and Ireland,male,,,,New York City,Woolwich,1779.0,1847.0,1830.0,1830.0,,Quebec City,[],,,,"printmaker,painter,illustrator,author,military officer",,,,,,,,,No,
Kakutei,,Tokugawa shogunate,male,,,,Nagasaki,Ikenohata,1722.0,1786.0,1761.0,1764.0,,,[],,,,painter,,,,,,,,,No,
Louis Charland,,Canada,male,,,,New Orleans,,1958.0,2021.0,1803.0,1803.0,,,[],,,,"bioethicist,surveyor",,,,,,,,,No,
Lewis Simon,,United States,male,,,,Bessarabia,New York City,1884.0,1970.0,,,,,[],,,,sculptor,"Brooklyn, USA, New York","{Brooklyn:2},{New York:2},{USA:2}",,,,,,,,
Jane Teller,,United States,female,,,,Rochester,,1911.0,1990.0,1978.0,1978.0,,,[],,,,printmaker,,,,,,,,,No,
Hossein Golba,,,male,,,,,,1956.0,,2002.0,2002.0,,,[],,,,,,,,,,,,,Yes,
Todd Johnson,,United States,male,,,,,,,,,,,"Jefferson City,Arlington County,Washington, D.C.,Heidelberg,Wiesbaden","['Jefferson City:1995-1998', 'Arlington County:1998-2003', 'Washington, D.C.:2003-2009', 'Heidelberg:2009-2011', 'Wiesbaden:2011-2017']",,,,"Wikimedian,army officer,amateur photographer,military engineer","Illinois, Batavia","{Batavia:2},{Illinois:2}",,,,,,,,
George Blakely,,United States,male,,,,Philadelphia,Letterman Army Hospital,1870.0,1965.0,1978.0,1978.0,,,[],,,,,,,,,,,,,No,
Naihan Li,,People's Republic of China,female,,,,Harbin,,1981.0,,2014.0,2014.0,,,[],,,,architect,,,,,,,,,Yes,
Axel Vervoordt,,Belgium,male,,,,Antwerp,,1947.0,,2014.0,2014.0,,,[],,,,"art collector,art dealer",,,,,,,,,Yes,
Maksim Bespalov,,Ukraine,male,,,,Dnipro,,1983.0,,2009.0,2009.0,,,[],,,,"mind gamer,traveler,blogger,journalist,writer",,,,,,,,,Yes,
Max Lamb,,,male,,,,Cornwall,,1980.0,,2014.0,2014.0,,,[],,,,"furniture designer,interior designer",,,,,,,,,Yes,
Selma Burke,,United States,female,,,,Mooresville,New Hope,1900.0,1995.0,1975.0,2001.0,,"Vienna,Paris,New York City",[],,,,"visual artist,sculptor,artist",,,,,,,,,Yes,
Édouard Muller,,,male,,,,Mulhouse,Nogent-sur-Marne,1823.0,1876.0,1854.0,1854.0,,,[],,,,"textile artist,painter",,,,,,,,,No,
Mark Morris,,United States,male,,,,,,1956.0,,1969.0,1969.0,,,[],,,,association football player,,,,,,,,,No,
Charles Verschuuren,,Kingdom of the Netherlands,male,,,,Tilburg,New York City,1891.0,1955.0,1939.0,1939.0,,"Cleveland,New York City,Amsterdam","['Cleveland:1922-1923', 'New York City:1923-1923', 'Amsterdam:1914-1922']",,,,"painter,poster artist,illustrator",,,,,,,,,No,
Joan Casals,,,female,,,,,,,,1989.0,1989.0,,,[],,,,researcher,,,,,,,,,,
Jean Laurent,,France,male,,,,Garchizy,Q2807,1816.0,1886.0,,,,,[],,,,photographer,"Spain, Madrid","{Madrid:3},{Spain:3}",,,,,,,,
Juan Esteves,,,male,,,,,,1957.0,,1957.0,1995.0,,,[],,,,,,,,,,,,,,
George Moodie,,,male,,,,South Melbourne,Northcote,1872.0,1954.0,,,,,[],,,,Australian rules football player,New Zealand,{New Zealand:1},,,,,,,,
Luca Vitone,,Italy,male,,,,Genoa,,1964.0,,2004.0,2007.0,,,[],,,,"conceptual artist,visual artist",,,,,,,,,Yes,
Jim Richard,,,male,,,,,,1943.0,,2005.0,2005.0,,,[],,,,,,,,,,,,,Yes,
Muhammad Baqir,,Zand dynasty,male,,,,,,,,1680.0,1680.0,,,[],,,,painter,,,,,,,,,No,
Wang Chung-Kun,,Taiwan,male,,,,Kaohsiung,,1982.0,,2008.0,2008.0,,,[],,,,artist,,,,,,,,,Yes,
Chen Lu,,Ming dynasty,male,,,,,,,,2014.0,2014.0,,,[],,,,,,,,,,,,,Yes,
Chen Wen Ling,,,male,,,,Anxi County,,1969.0,,2010.0,2010.0,,,[],,,,sculptor,,,,,,,,,Yes,
Mario Cucinella,,Italy,male,,,,Palermo,,1960.0,,2016.0,2016.0,,Ferrara,[],,,,"industrial designer,designer,architect",,,,,,,,,Yes,
Ľudmila Cvengrošová,,,female,,,,Radošina,,1937.0,,1966.0,1966.0,,,[],,,,"ceramicist,medalist,sculptor",,,,,,,,,No,
Harriet Bell,,United States,female,,,,New York,Roosevelt Island,1923.0,1995.0,1986.0,1986.0,,,[],,,,"disability rights activist,writer,visual artist",,,,,,,,,,
