artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years,birth_date,death_date
Lygia Clark,"Conceptual Art, Concretism, Neo-Concretism, Unknown",Neo-Concretism,"{Conceptual Art:3},{Concretism:3},{Neo-Concretism:14},{Unknown:1}",21,Belo Horizonte,1920.0,1988.0,Rio de Janeiro,female,Brazil,"installation artist,performance artist,university teacher,sculptor,painter,artist",,[],1920.0,1988.0
Lygia Pape,"Conceptual Art, Concretism, Neo-Concretism, Unknown",Neo-Concretism,"{Conceptual Art:34},{Concretism:9},{Neo-Concretism:29},{Unknown:1}",73,Nova Friburgo,1927.0,2004.0,Rio de Janeiro,female,Brazil,"installation artist,drawer,graphic artist,filmmaker,sculptor,painter,artist",,[],1927.0,2004.0
Marcel Broodthaers,Conceptual Art,Conceptual Art,{Conceptual Art:32},32,Saint-Gilles - Sint-Gillis,1924.0,1976.0,Cologne,male,Belgium,"conceptual artist,video artist,installation artist,printmaker,videographer,filmmaker,sculptor,painter,illustrator,author,poet,photographer","Berlin,London,Paris,City of Brussels","['Berlin:1974-1974', 'London:1961-1961,1973-1976', 'Paris:1961-1961', 'City of Brussels:1946-1973']",1924.0,1976.0
Marcel Duchamp,"Conceptual Art, Cubism, Dada, Expressionism, Fauvism, Futurism, Kinetic Art, Op Art, Post-Impressionism, Surrealism, Symbolism, Unknown",Dada,"{Conceptual Art:3},{Cubism:6},{Dada:17},{Expressionism:18},{Fauvism:6},{Futurism:3},{Kinetic Art:4},{Op Art:2},{Post-Impressionism:13},{Surrealism:8},{Symbolism:2},{Unknown:1}",83,Blainville-Crevon,1887.0,1968.0,Neuilly-sur-Seine,male,France,"assemblage artist,architectural draftsperson,printmaker,chess player,designer,philosopher,visual artist,film director,sculptor,painter,artist,librarian,poet,actor,photographer","Paris,New York City",['Paris:1904-1904'],1887.0,1968.0
Maria Lai,"Conceptual Art, Post-Impressionism",Contemporary,"{Conceptual Art:6},{Post-Impressionism:2}",8,Ulassai,1919.0,2013.0,Cardedu,female,Kingdom of Italy,"textile artist,artist",,[],1919.0,2013.0
Marko Pogacnik,"Conceptual Art, Environmental (Land) Art, Minimalism, Pop Art",Pop Art,"{Conceptual Art:1},{Environmental (Land) Art:1},{Minimalism:6},{Pop Art:15}",23,Kranj,1944.0,,,male,Socialist Federal Republic of Yugoslavia,"conceptual artist,sculptor,painter,writer",,[],1944.0,
Markus Raetz,"Conceptual Art, Op Art",Op Art,"{Conceptual Art:13},{Op Art:1}",14,Bern,1941.0,2020.0,Bern,male,Switzerland,"drawer,printmaker,designer,sculptor,painter,illustrator,photographer","Amsterdam,Poland","['Amsterdam:1979-1979,1969-1973', 'Poland:1965-1965']",1941.0,2020.0
Martha Rosler,"Conceptual Art, Contemporary Realism, Feminist Art, Performance Art",Feminist Art,"{Conceptual Art:4},{Contemporary Realism:2},{Feminist Art:6},{Performance Art:1}",13,Brooklyn,1943.0,,,female,United States,"video installation artist,collagist,video artist,installation artist,art theorist,performance artist,visual artist,film director,university teacher,exhibition curator,television producer,artist,cinematographer,photographer",Brooklyn,[],1943.0,
Martin Creed,"Conceptual Art, Minimalism",Conceptual Art,"{Conceptual Art:7},{Minimalism:12}",19,Wakefield,1968.0,,,male,United Kingdom,"conceptual artist,installation artist,drawer,architectural draftsperson,visual artist,sculptor,painter,artist","London,New York City",[],1968.0,
Martin Kippenberger,"Conceptual Art, Neo-Expressionism",Neo-Expressionism,"{Conceptual Art:9},{Neo-Expressionism:13}",22,Dortmund,1953.0,1997.0,Vienna,male,Germany,"conceptual artist,installation artist,designer,visual artist,choreographer,university teacher,sculptor,painter,illustrator,artist,photographer",Essen,[],1953.0,1997.0
Matthew Barney,"Conceptual Art, Contemporary, Performance Art, Superflat, Unknown",Performance Art,"{Conceptual Art:6},{Contemporary:1},{Performance Art:2},{Superflat:1},{Unknown:2}",12,San Francisco,1967.0,,,male,United States,"video installation artist,video artist,installation artist,architectural draftsperson,film actor,performance artist,film editor,visual artist,film producer,film director,filmmaker,sculptor,painter,illustrator,television producer,photographer,screenwriter","New Haven,New York City",[],1967.0,
Maurizio Cattelan,"Conceptual Art, Performance Art",Relational Art,"{Conceptual Art:12},{Performance Art:1}",13,Padua,1960.0,,,male,Italy,"conceptual artist,installation artist,drawer,performance artist,painter,photographer","Criquetot-l'Esneval,Milan,New York City",[],1960.0,
Mel Bochner,"Conceptual Art, Minimalism",Conceptual Art,"{Conceptual Art:18},{Minimalism:1}",19,Pittsburgh,1940.0,,,male,United States,"conceptual artist,installation artist,watercolorist,drawer,architectural draftsperson,sculptor,painter,illustrator,artist,engraver,writer,photographer",New York City,[],1940.0,
Mel Ramsden,Conceptual Art,Conceptual Art,{Conceptual Art:5},5,Ilkeston,1944.0,,,male,United Kingdom,"conceptual artist,printmaker,editor,painter,artist,writer",,[],1944.0,2024.0
Michelangelo Pistoletto,Conceptual Art,Arte Povera,{Conceptual Art:16},16,Biella,1933.0,,,male,Italy,"installation artist,printmaker,visual artist,graphic artist,sculptor,painter,artist",,[],1933.0,
Mierle Laderman Ukeles,"Conceptual Art, Environmental (Land) Art, Feminist Art, Unknown",Performance Art,"{Conceptual Art:2},{Environmental (Land) Art:1},{Feminist Art:3},{Unknown:1}",7,Denver,1939.0,,,female,United States,"video artist,artist",New York City,[],1939.0,
Mihai Olos,"Conceptual Art, Op Art, Unknown",Conceptual Art,"{Conceptual Art:21},{Op Art:4},{Unknown:1}",26,Ariniș,1940.0,2015.0,Endingen am Kaiserstuhl,male,Romania,"drawer,sculptor,painter",,[],1940.0,2015.0
Mira Schendel,"Conceptual Art, Lettrism, Minimalism, Neo-Concretism",Abstract Art,"{Conceptual Art:3},{Lettrism:4},{Minimalism:5},{Neo-Concretism:10}",22,Zurich,1919.0,1988.0,São Paulo,female,Brazil,"sculptor,painter,illustrator,artist,poet,writer",,[],1919.0,1988.0
Mircea Cantor,Conceptual Art,Neo-Dada,{Conceptual Art:14},14,Oradea,1977.0,,,male,Romania,"conceptual artist,video artist,installation artist,drawer,visual artist,sculptor,painter,animator",,[],1977.0,
Mona Hatoum,"Conceptual Art, Performance Art, Post-Minimalism, Postcolonial art",Conceptual Art,"{Conceptual Art:4},{Performance Art:1},{Post-Minimalism:5},{Postcolonial art:3}",13,Beirut,1952.0,,,female,State of Palestine,"video artist,installation artist,performance artist,visual artist,film director,jewelry designer,sculptor,television producer","London,Maastricht,United Kingdom","['London:197-2010', 'Maastricht:1995-1995']",1952.0,
Navjot Altaf,"Conceptual Art, Feminist Art, Post-Minimalism",Feminist Art,"{Conceptual Art:5},{Feminist Art:8},{Post-Minimalism:1}",14,,1949.0,,,female,India,"video artist,artist",,[],1949.0,
Olivier Mosset,"Conceptual Art, Minimalism",Conceptual Art,"{Conceptual Art:2},{Minimalism:15}",17,Bern,1944.0,,,male,Switzerland,"printmaker,painter,photographer",,[],1944.0,
On Kawara,"Conceptual Art, Mail Art",Mail Art,"{Conceptual Art:13},{Mail Art:3}",16,Kariya,1933.0,2014.0,New York City,male,Empire of Japan,"conceptual artist,drawer,printmaker,visual artist,painter",New York City,[],1933.0,2014.0
Paul Thek,"Conceptual Art, Pop Art",Pop Art,"{Conceptual Art:8},{Pop Art:10}",18,Brooklyn,1933.0,1988.0,United States,male,United States,"drawer,new media artist,visual artist,sculptor,painter,photographer",,[],1933.0,1988.0
Pierre Huyghe,Conceptual Art,Relational Art,{Conceptual Art:10},10,Paris,1962.0,,,male,France,"video artist,visual artist,artist","New York City,Paris",[],1962.0,
Qin Yufen,"Conceptual Art, Feminist Art, Lyrical Abstraction, Post-Minimalism",Post-Minimalism,"{Conceptual Art:2},{Feminist Art:2},{Lyrical Abstraction:3},{Post-Minimalism:8}",15,Shandong,1954.0,,,female,,installation artist,,[],1954.0,
Rafal Bujnowski,"Conceptual Art, Contemporary Realism, Neo-Geo, Neo-Minimalism, Photorealism",New European Painting,"{Conceptual Art:2},{Contemporary Realism:2},{Neo-Geo:2},{Neo-Minimalism:1},{Photorealism:2}",9,Wadowice,1974.0,,,male,Poland,"conceptual artist,installation artist,painter,graphic designer",,[],1974.0,
Rebecca Horn,"Conceptual Art, Feminist Art, Post-Minimalism",Performance Art,"{Conceptual Art:3},{Feminist Art:10},{Post-Minimalism:1}",14,Michelstadt,1944.0,,Bad König,female,Germany,"video artist,installation artist,performance artist,visual artist,film director,choreographer,sculptor,artist,teacher,screenwriter",Bad König,[],1944.0,2024.0
Richard Artschwager,"Conceptual Art, Minimalism, Pop Art",Pop Art,"{Conceptual Art:23},{Minimalism:9},{Pop Art:3}",35,"Washington, D.C.",1923.0,2013.0,Albany,male,United States,"drawer,visual artist,sculptor,painter",,[],1923.0,2013.0
Richard Prince,Conceptual Art,Conceptual Art,{Conceptual Art:10},10,Panama Canal Zone,1949.0,,,male,United States,"assemblage artist,collagist,sculptor,painter,illustrator,photographer,researcher","Amsterdam,New York City",['Amsterdam:1996-1996'],1949.0,
Rirkrit Tiravanija,Conceptual Art,Relational Art,{Conceptual Art:10},10,Buenos Aires,1961.0,,,male,Thailand,"painter,illustrator,photographer",,[],1961.0,
Robert Barry,Conceptual Art,Conceptual Art,{Conceptual Art:18},18,,1936.0,2018.0,,male,,,,[],,
Robert Filliou,"Conceptual Art, Mail Art, Neo-Dada",Mail Art,"{Conceptual Art:1},{Mail Art:4},{Neo-Dada:27}",32,Sauve,1926.0,1987.0,Les Eyzies-de-Tayac-Sireuil,male,France,"drawer,director,visual artist,film director,sculptor,painter,poet,photographer",,[],1926.0,1987.0
Robert Gober,Conceptual Art,Conceptual Art,{Conceptual Art:10},10,Wallingford,1954.0,,,male,United States,"installation artist,drawer,printmaker,designer,visual artist,sculptor,painter,artist,photographer","New York City,Rome,Middlebury",['New York City:1976-1976'],1954.0,
Robert Heinecken,"Conceptual Art, Photorealism",Conceptual Art,"{Conceptual Art:2},{Photorealism:8}",10,Denver,1931.0,2006.0,,male,United States,"university teacher,photographer",,[],1931.0,2006.0
Robert MacPherson,Conceptual Art,Conceptual Art,{Conceptual Art:13},13,Dalkeith,1944.0,1872.0,Rome,male,United Kingdom of Great Britain and Ireland,"painter,photographer",Rome,['Rome:1840-1840'],1814.0,1872.0
Robert Morris,"Conceptual Art, Environmental (Land) Art, Minimalism",Minimalism,"{Conceptual Art:9},{Environmental (Land) Art:2},{Minimalism:13}",24,Liverpool,1734.0,1806.0,Philadelphia,male,United Kingdom of Great Britain and Ireland,"slave trader,financier,banker,merchant,politician","Washington, D.C.,Harrisburg",[],1734.0,1806.0
Roberto Chabet,"Conceptual Art, Post-Minimalism",Conceptual Art,"{Conceptual Art:6},{Post-Minimalism:5}",11,Manila,1937.0,2013.0,Santa Mesa,male,Philippines,"sculptor,painter,architect",,[],1937.0,2013.0
Roman Opalka,Conceptual Art,Conceptual Art,{Conceptual Art:14},14,Hocquincourt,1931.0,2011.0,Chieti,male,France,"conceptual artist,printmaker,painter,photographer",,[],1931.0,2011.0
Siah Armajani,Conceptual Art,Conceptual Art,{Conceptual Art:19},19,Lahijan,1939.0,2020.0,New York City,male,Iran,"conceptual artist,sculptor,illustrator,artist,architect",Minneapolis,[],1939.0,2020.0
Sigmar Polke,"Conceptual Art, New European Painting, Pop Art",New European Painting,"{Conceptual Art:3},{New European Painting:41},{Pop Art:1}",45,Oleśnica,1941.0,2010.0,Cologne,male,Germany,"installation artist,drawer,printmaker,designer,visual artist,graphic artist,sculptor,painter,photographer","Hamburg,Willich,Düsseldorf,Cologne",[],1941.0,2010.0
Sol LeWitt,"Conceptual Art, Minimalism, Op Art, Post-Painterly Abstraction",Conceptual Art,"{Conceptual Art:3},{Minimalism:41},{Op Art:11},{Post-Painterly Abstraction:19}",74,Hartford,1928.0,2007.0,New York City,male,United States,"collagist,conceptual artist,drawer,printmaker,visual artist,muralist,sculptor,painter,illustrator,architect,photographer","Amsterdam,Spoleto,New York City,Chester",[],1928.0,2007.0
Stanley Brouwn,Conceptual Art,Conceptual Art,{Conceptual Art:10},10,Paramaribo,1935.0,2017.0,Amsterdam,male,Kingdom of the Netherlands,"conceptual artist,drawer,visual artist,painter,artist",Amsterdam,['Amsterdam:1957-2017'],1935.0,2017.0
Stephen Prina,Conceptual Art,Relational Art,{Conceptual Art:11},11,Galesburg,1954.0,,,male,United States,"conceptual artist,installation artist,drawer,printmaker,artist,photographer",Los Angeles,[],1954.0,
Tadashi Kawamata,"Conceptual Art, Street art",Conceptual Art,"{Conceptual Art:20},{Street art:1}",21,Mikasa,1953.0,,,male,Japan,"visual artist,university teacher,sculptor,painter,photographer",,[],1953.0,
Takamatsu Jiro,"Conceptual Art, Minimalism, Post-Minimalism",Post-Minimalism,"{Conceptual Art:1},{Minimalism:6},{Post-Minimalism:6}",13,,,,,,,,,,,
Thomas Hirschhorn,Conceptual Art,Conceptual Art,{Conceptual Art:15},15,Bern,1957.0,,,male,Switzerland,"visual artist,sculptor",Paris,[],1957.0,
Tracey Emin,Conceptual Art,Conceptual Art,{Conceptual Art:12},12,Croydon,1963.0,,,female,United Kingdom,"conceptual artist,video artist,installation artist,drawer,architectural draftsperson,printmaker,textile artist,film director,sculptor,painter,salesperson,artist,photographer",London,[],1963.0,
Vasiliy Ryabchenko,"Conceptual Art, Contemporary, Expressionism, Light and Space, Neo-Expressionism, Neo-baroque, Realism, Transavantgarde, Unknown",Expressionism,"{Conceptual Art:6},{Contemporary:27},{Expressionism:12},{Light and Space:1},{Neo-Expressionism:15},{Neo-baroque:2},{Realism:2},{Transavantgarde:26},{Unknown:1}",92,Odesa,1954.0,,,male,Soviet Union,"installation artist,painter,photographer",,[],1954.0,
Vik Muniz,Conceptual Art,Conceptual Art,{Conceptual Art:22},22,São Paulo,1961.0,,,male,Brazil,"land artist,drawer,architectural draftsperson,visual artist,film director,sculptor,painter,writer,photographer","Rio de Janeiro,Brooklyn",[],1961.0,
Viktor Pivovarov,Conceptual Art,Soviet Nonconformist Art,{Conceptual Art:15},15,Moscow,1937.0,,,male,Russia,"conceptual artist,art critic,visual artist,graphic artist,painter,illustrator,amateur wrestler",,[],1937.0,
Vito Acconci,Conceptual Art,Conceptual Art,{Conceptual Art:10},10,New York City,1940.0,2017.0,New York City,male,United States,"video artist,performance artist,visual artist,landscape architect,illustrator,television producer,poet,architect,photographer","New York City,Zwolle,Zoetermeer,The Hague",[],1940.0,2017.0
Wade Guyton,"Conceptual Art, Minimalism",Conceptual Art,"{Conceptual Art:4},{Minimalism:6}",10,Hammond,1972.0,,,male,United States,"conceptual artist,visual artist,graphic artist,painter",,[],1972.0,
Walter De Maria,"Conceptual Art, Environmental (Land) Art, Minimalism",Minimalism,"{Conceptual Art:1},{Environmental (Land) Art:2},{Minimalism:10}",13,Albany,1935.0,2013.0,Los Angeles,male,United States,"land artist,conceptual artist,installation artist,drawer,sculptor,painter,illustrator,composer,photographer","New Mexico,Berkeley,New York City",[],1935.0,2013.0
Wanda Koop,"Conceptual Art, Contemporary Realism, Neo-Expressionism, Post-Painterly Abstraction",Contemporary,"{Conceptual Art:3},{Contemporary Realism:3},{Neo-Expressionism:2},{Post-Painterly Abstraction:3}",11,Vancouver,1951.0,,,female,Canada,"video artist,painter,photographer",,[],1951.0,
Wolfgang Laib,"Conceptual Art, Unknown",Conceptual Art,"{Conceptual Art:9},{Unknown:1}",10,Metzingen,1950.0,,,male,Germany,"conceptual artist,installation artist,drawer,sculptor,painter","Hochdorf,India",[],1950.0,
Yoko Ono,"Conceptual Art, Feminist Art, Neo-Dada",Feminist Art,"{Conceptual Art:1},{Feminist Art:1},{Neo-Dada:8}",10,Tokyo,1933.0,,,female,Japan,"composer,photographer,recording artist,conceptual artist,peace activist,performance artist,visual artist,film director,filmmaker,sculptor,painter,singer","New York City,Montreal,London,Amsterdam,Japan",['Amsterdam:1969-1969'],1933.0,
Adolf Fleischmann,"Concretism, Cubism, Expressionism, Op Art, Unknown",Op Art,"{Concretism:18},{Cubism:1},{Expressionism:2},{Op Art:1},{Unknown:1}",23,,1892.0,1968.0,,male,,,,[],1892.0,1968.0
Bruno Munari,"Concretism, Expressionism, Kinetic Art, Pop Art",Futurism,"{Concretism:25},{Expressionism:1},{Kinetic Art:5},{Pop Art:2}",33,Milan,1907.0,1998.0,Milan,male,Kingdom of Italy,"designer,graphic artist,sculptor,painter,graphic designer,photographer",Milan,['Milan:1935-1935'],1907.0,1998.0
Cesar Domela,"Concretism, Neoplasticism",Abstract Art,"{Concretism:29},{Neoplasticism:5}",34,Amsterdam,1900.0,1992.0,Paris,male,Kingdom of the Netherlands,"drawer,designer,sculptor,typographer,painter,photographer",,[],1900.0,1992.0
Dieter Roth,"Concretism, Mail Art, Neo-Dada, Neo-Expressionism, Op Art, Pop Art, Post-Minimalism",Neo-Dada,"{Concretism:2},{Mail Art:5},{Neo-Dada:56},{Neo-Expressionism:3},{Op Art:8},{Pop Art:10},{Post-Minimalism:2}",86,Hanover,1983.0,,Basel,male,Germany,"designer,visual artist,graphic artist,sculptor,painter,artist,poet,writer,photographer",,[],1930.0,1998.0
Francois Morellet,"Concretism, Minimalism, Op Art",Op Art,"{Concretism:2},{Minimalism:19},{Op Art:12}",33,Cholet,1926.0,2016.0,Cholet,male,France,"installation artist,drawer,printmaker,visual artist,jewelry designer,sculptor,painter,artist",,[],1926.0,2016.0
Friedrich Vordemberge-Gildewart,Concretism,Abstract Art,{Concretism:21},21,Osnabrück,1899.0,1962.0,Ulm,male,Kingdom of the Netherlands,"designer,university teacher,painter",,[],1899.0,1962.0
Georges Vantongerloo,"Concretism, Neoplasticism, Pointillism, Post-Impressionism",Abstract Art,"{Concretism:20},{Neoplasticism:17},{Pointillism:3},{Post-Impressionism:1}",41,Antwerp,1886.0,1965.0,Paris,male,Belgium,"visual artist,sculptor,painter,illustrator,architect",,[],1886.0,1965.0
Gyula Kosice,"Concretism, Constructivism, Kinetic Art",Kinetic art,"{Concretism:4},{Constructivism:2},{Kinetic Art:18}",24,Košice,1924.0,2016.0,Buenos Aires,male,Argentina,"kinetic artist,art theorist,visual artist,sculptor,painter,poet",Buenos Aires,['Buenos Aires:1928-1928'],1924.0,2016.0
Henryk Stazewski,"Concretism, Unknown",Constructivism,"{Concretism:21},{Unknown:1}",22,Warsaw,1894.0,1988.0,Warsaw,male,Congress Poland,"sculptor,painter","Paris,Warsaw",['Paris:1925-1925'],1894.0,1988.0
Leon Arthur Tutundjian,"Concretism, Surrealism",Surrealism,"{Concretism:7},{Surrealism:23}",30,Amasya,1906.0,1968.0,Paris,male,Ottoman Empire,"drawer,ceramicist,painter",Paris,['Paris:1923-1923'],1906.0,1968.0
Lothar Charoux,"Concretism, Op Art",Op Art,"{Concretism:10},{Op Art:17}",27,Vienna,1912.0,1987.0,São Paulo,male,Brazil,"visual artist,painter",,[],1912.0,1987.0
Ludwig Wilding,"Concretism, Kinetic Art, Op Art",Kinetic art,"{Concretism:1},{Kinetic Art:2},{Op Art:13}",16,Grünstadt,1927.0,2010.0,Buchholz in der Nordheide,male,Germany,"visual poet,visual artist,university teacher,sculptor,painter,photographer",,[],1927.0,2010.0
Luis Sacilotto,"Concretism, Op Art",Op Art,"{Concretism:3},{Op Art:14}",17,Santo André,1924.0,2003.0,São Bernardo do Campo,male,Brazil,"sculptor,painter",,[],1924.0,2003.0
Richard Paul Lohse,Concretism,Constructivism,{Concretism:39},39,Zurich,1902.0,1988.0,Zurich,male,Switzerland,"designer,visual artist,sculptor,typographer,painter,graphic designer,architect",Zurich,['Zurich:1918-1988'],1902.0,1988.0
Roberto Sambonet,"Concretism, Expressionism, Pop Art",Conceptual Art,"{Concretism:6},{Expressionism:1},{Pop Art:3}",10,Vercelli,1924.0,1995.0,Milan,male,Italy,"graphic designer,architect,designer,painter","Milan,Vercelli,São Paulo","['Milan:1953-1953', 'São Paulo:1948-1948']",1924.0,1995.0
Rubem Ludolf,"Concretism, Kinetic Art, Op Art",Kinetic art,"{Concretism:7},{Kinetic Art:1},{Op Art:5}",13,,1932.0,2010.0,,male,Brazil,painter,,[],1932.0,2010.0
Yaacov Agam,"Concretism, Kinetic Art, Op Art",Kinetic art,"{Concretism:7},{Kinetic Art:4},{Op Art:26}",37,Rishon LeZion,1928.0,,,male,Israel,"serigrapher,experimental artist,jewelry designer,sculptor,painter",Paris,['Paris:1951-1951'],1928.0,
Anatol Petrytsky,"Constructivism, Cubism, Expressionism",Avant-garde,"{Constructivism:5},{Cubism:5},{Expressionism:3}",13,Kyiv,1895.0,1964.0,Kyiv,male,Ukrainian State,"scenographer,graphic artist,painter",,[],1895.0,1964.0
Edgar Negret,Constructivism,Constructivism,{Constructivism:10},10,Popayán,1920.0,2012.0,Bogotá,male,Colombia,sculptor,,[],1920.0,2012.0
El Lissitzky,"Constructivism, Cubo-Futurism, Naïve Art (Primitivism), Socialist Realism, Suprematism, Unknown",Abstract Art,"{Constructivism:58},{Cubo-Futurism:2},{Naïve Art (Primitivism):5},{Socialist Realism:2},{Suprematism:11},{Unknown:1}",79,Pochinok,1890.0,1941.0,Moscow,male,Russian Empire,"drawer,designer,visual artist,typographer,painter,graphic designer,artist,type designer,architect,teacher,photographer",,[],1890.0,1941.0
Erich Buchholz,Constructivism,Constructivism,{Constructivism:19},19,Bydgoszcz,1927.0,1972.0,Berlin,male,Germany,"drawer,sculptor,painter",,[],1891.0,1972.0
György Kepes,"Constructivism, Op Art",Constructivism,"{Constructivism:16},{Op Art:4}",20,Selyp,1906.0,2001.0,Cambridge,male,United States,"art theorist,designer,visual artist,pedagogue,painter,teacher,writer,photographer",,[],1906.0,2001.0
Henryk Berlewi,"Constructivism, Op Art",Constructivism,"{Constructivism:9},{Op Art:3}",12,Warsaw,1894.0,1967.0,Paris,male,Poland,"art theorist,drawer,art critic,graphic artist,painter",Paris,[],1894.0,1967.0
José Pedro Costigliolo,"Constructivism, Cubism, Neoplasticism, Purism",Cubism,"{Constructivism:5},{Cubism:1},{Neoplasticism:2},{Purism:5}",13,,1902.0,1985.0,,,,,,,,
Katarzyna Kobro,Constructivism,Constructivism,{Constructivism:9},9,Moscow,1898.0,1951.0,Łódź,female,Russian Empire,"art theorist,sculptor,painter",,[],1898.0,1951.0
Laszlo Moholy-Nagy,"Constructivism, Dada, Expressionism, Kinetic Art, Unknown",Constructivism,"{Constructivism:32},{Dada:32},{Expressionism:2},{Kinetic Art:3},{Unknown:1}",70,Bácsborsód,1895.0,1946.0,Chicago,male,United States,"designer,film director,sculptor,painter,graphic designer,architect,photographer",,[],1895.0,1946.0
Le Corbusier,"Constructivism, Cubism, Expressionism, Purism, Surrealism, Unknown",Cubism,"{Constructivism:8},{Cubism:67},{Expressionism:5},{Purism:6},{Surrealism:34},{Unknown:1}",121,La Chaux-de-Fonds,1887.0,1965.0,Roquebrune-Cap-Martin,male,France,"drawer,textile artist,designer,visual artist,sculptor,painter,urban planner,architect,writer,photographer",,[],1887.0,1965.0
Ludwig Mies van der Rohe,"Constructivism, Minimalism",Constructivism,"{Constructivism:7},{Minimalism:4}",11,Aachen,1886.0,1969.0,Chicago,male,Germany,"designer,architect,teacher","Chicago,New York City,Berlin,Saint Petersburg,Brno,Toronto,Barcelona",[],1886.0,1969.0
