artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Julio Galan,"Neo-Expressionism, Surrealism",Surrealism,"{Neo-Expressionism:4},{Surrealism:25}",29,Coahuila,1958.0,2006.0,Zacatecas,male,Mexico,"drawer,painter,photographer",,[]
Keith Haring,"Neo-Expressionism, Pop Art, Post-Painterly Abstraction, Street art",Pop Art,"{Neo-Expressionism:23},{Pop Art:34},{Post-Painterly Abstraction:9},{Street art:15}",81,Reading,1958.0,1990.0,Manhattan,male,United States,"drawer,graffiti artist,architectural draftsperson,social activist,visual artist,muralist,jewelry designer,graphic artist,sculptor,cartoonist,painter,writer,photographer","Paris,Amsterdam,New York City",['Amsterdam:1986-1986']
Landon Mackenzie,"Neo-Expressionism, Post-Painterly Abstraction",Neo-Expressionism,"{Neo-Expressionism:2},{Post-Painterly Abstraction:8}",10,Boston,1954.0,,,female,Canada,painter,,[]
Martha Diamond,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:10},10,Manhattan,1944.0,2023.0,,female,United States,"printmaker,painter,artist",,[]
Martin Disler,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:17},17,Seewen,1949.0,1996.0,Geneva,male,Switzerland,"drawer,graphic artist,sculptor,painter,illustrator,artist,writer",Netherlands,['Netherlands:1983-1983']
Michel Majerus,"Neo-Expressionism, Neo-Pop Art",Neo-Expressionism,"{Neo-Expressionism:10},{Neo-Pop Art:10}",20,Esch-sur-Alzette,1967.0,2002.0,Niederanven,male,Germany,"sculptor,painter,artist",,[]
Nyoman Masriadi,"Neo-Expressionism, Neo-Pop Art, Unknown",Neo-Expressionism,"{Neo-Expressionism:20},{Neo-Pop Art:17},{Unknown:2}",39,Gianyar,1973.0,,,male,Indonesia,"painter,artist",,[]
Rainer Fetting,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:10},10,Wilhelmshaven,1949.0,,,male,Germany,"sculptor,painter,illustrator,photographer","New York City,Berlin","['New York City:1978-1978', 'Berlin:1983-1994']"
René Marcil,"Neo-Expressionism, Neoplasticism, Unknown",Abstract Art,"{Neo-Expressionism:10},{Neoplasticism:5},{Unknown:4}",19,Montreal,1917.0,1993.0,,male,Canada,"painter,editor",,[]
Richard Spare,Neo-Expressionism,Contemporary,{Neo-Expressionism:20},20,Essex,1951.0,,,male,United Kingdom,"printmaker,etcher,sculptor,painter",,[]
Roger Raveel,"Neo-Expressionism, Pop Art",Pop Art,"{Neo-Expressionism:16},{Pop Art:17}",33,Machelen,1921.0,2013.0,Deinze,male,Belgium,"lithographer,drawer,visual artist,sculptor,painter",Machelen,[]
Roland Petersen,"Neo-Expressionism, Pop Art",Neo-Expressionism,"{Neo-Expressionism:8},{Pop Art:6}",14,,1926.0,,,male,United States,painter,,[]
Sidney Amaral,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:6},6,São Paulo,1973.0,2017.0,,male,Brazil,artist,,[]
Susan Rothenberg,Neo-Expressionism,New Image Painting,{Neo-Expressionism:15},15,Buffalo,1945.0,2020.0,Galisteo,female,United States,"painter,illustrator,artist,photographer",,[]
Tony Scherman,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:11},11,Toronto,1950.0,2023.0,Toronto,male,United States,painter,,[]
Vasan Sitthiket,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:11},11,Lat Yao,1957.0,,,male,Thailand,"painter,poet",,[]
Vlada Ralko,Neo-Expressionism,Neo-Expressionism,{Neo-Expressionism:40},40,Kyiv,1969.0,,,female,Soviet Union,painter,,[]
Wilhelm Sasnal,"Neo-Expressionism, New European Painting, Pop Art, Unknown",New European Painting,"{Neo-Expressionism:2},{New European Painting:5},{Pop Art:9},{Unknown:1}",17,Tarnów,1972.0,,,male,Poland,"video artist,drawer,visual artist,film director,painter,illustrator,photographer",,[]
Antonio Povedano,"Neo-Figurative Art, Unknown",Neo-Figurative Art,"{Neo-Figurative Art:11},{Unknown:1}",12,Sabariego,1918.0,2008.0,Córdoba,male,Spain,painter,,[]
Benjamin Canas,Neo-Figurative Art,Neo-Figurative Art,{Neo-Figurative Art:10},10,,1933.0,1987.0,,male,Brazil,"painter,architect",,[]
Enrique Grau,Neo-Figurative Art,Neo-Figurative Art,{Neo-Figurative Art:15},15,Spain,1920.0,2004.0,Bogotá,male,Colombia,"sculptor,painter",,[]
Jarik Jongman,"Neo-Figurative Art, Photorealism",Neo-Figurative Art,"{Neo-Figurative Art:13},{Photorealism:3}",16,,,,,,,,,
Joan Tuset,Neo-Figurative Art,Neo-Figurative Art,{Neo-Figurative Art:49},49,L'Arboç,1957.0,,,male,Spain,"sculptor,painter",,[]
José Luis Cuevas,"Neo-Figurative Art, Unknown",Neo-Figurative Art,"{Neo-Figurative Art:14},{Unknown:1}",15,Mexico City,1931.0,2017.0,Mexico City,male,Mexico,"printmaker,television actor,sculptor,painter,illustrator",,[]
Inigo Manglano-Ovalle,"Neo-Geo, Post-Minimalism",Post-Minimalism,"{Neo-Geo:3},{Post-Minimalism:10}",13,Q2807,1961.0,,,male,United States,"video artist,installation artist,sculptor,artist,photographer",Chicago,[]
Charles Angrand,Neo-Impressionism,Neo-Impressionism,{Neo-Impressionism:11},11,Criquetot-sur-Ouville,1854.0,1926.0,Rouen,male,France,"drawer,repetitor,painter",,[]
Hippolyte Petitjean,"Neo-Impressionism, Pointillism",Neo-Impressionism,"{Neo-Impressionism:8},{Pointillism:5}",13,Mâcon,1854.0,1929.0,Paris,male,France,"drawer,graphic artist,painter",,[]
Angela Bulloch,Neo-Minimalism,Relational Art,{Neo-Minimalism:10},10,Rainy River,1966.0,,,female,Canada,"conceptual artist,sound artist,installation artist,printmaker,visual artist,sculptor",Berlin,[]
Gaylen Gerber,Neo-Minimalism,Conceptual Art,{Neo-Minimalism:10},10,McAllen,1955.0,,,male,United States,painter,,[]
JCJ Vanderheyden,"Neo-Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,"{Neo-Minimalism:1},{Post-Painterly Abstraction:9}",10,'s-Hertogenbosch,1928.0,2012.0,'s-Hertogenbosch,male,Kingdom of the Netherlands,"conceptual artist,visual artist,film director,graphic artist,university teacher,filmmaker,sculptor,painter,photographer",,[]
Silviu Oravitzan,Neo-Orthodoxism,Neo-Orthodoxism,{Neo-Orthodoxism:21},21,,1941.0,,,male,,,,[]
Albrecht Behmel,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:16},16,Black Forest,1971.0,,,male,Germany,"journalist,historian,writer,screenwriter",Berlin,[]
Ashley Bickerton,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:15},15,Barbados,1959.0,2022.0,Bali Island,male,United States,"conceptual artist,installation artist,printmaker,painter",,[]
Beatriz Milhazes,"Neo-Pop Art, P&D (Pattern and Decoration)",Contemporary,"{Neo-Pop Art:1},{P&D (Pattern and Decoration):31}",32,Rio de Janeiro,1960.0,,,female,Brazil,"collagist,installation artist,printmaker,painter",,[]
Bill Woodrow,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:13},13,Oxfordshire,1948.0,,,male,United Kingdom,"sculptor,painter,artist",United Kingdom,[]
Florin Ciulache,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:27},27,Bucharest,1977.0,,,male,Romania,visual artist,,[]
Gary Hume,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:19},19,Tenterden,1962.0,,,male,United Kingdom,"conceptual artist,drawer,graphic artist,sculptor,painter,illustrator,artist,printer,photographer","New York City,London",[]
Jeff Koons,"Neo-Pop Art, Pop Art",Neo-Pop Art,"{Neo-Pop Art:25},{Pop Art:1}",26,York,1955.0,,,male,United States,"installation artist,designer,sculptor,painter,artist,photographer","Chicago,Baltimore,Sarasota,Munich,New York City",[]
Julian Opie,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:13},13,London,1958.0,,,male,United Kingdom,"printmaker,scenographer,sculptor,painter,artist",London,['London:1979-1979']
Laolu Senbanjo,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:16},16,Ilorin,,,,male,Nigeria,"artist,lawyer",,[]
Malte Sonnenfeld,"Neo-Pop Art, Unknown",Neo-Pop Art,"{Neo-Pop Art:22},{Unknown:8}",30,,1970.0,,,male,Germany,painter,,[]
Matthias Weischer,"Neo-Pop Art, Surrealism",New European Painting,"{Neo-Pop Art:9},{Surrealism:2}",11,"Elte, North Rhine-Westphalia",1973.0,,,male,Germany,painter,"Rome,Leipzig","['Rome:2007-2007', 'Leipzig:1995-1995']"
Noma Bar,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:27},27,Israel,1973.0,,,male,Israel,"designer,visual artist,graphic artist,illustrator,graphic designer",London,[]
Rah Crawford,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:14},14,Philadelphia,1973.0,,,male,United States,visual artist,,[]
Romero Britto,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:36},36,Recife,1963.0,,,male,Brazil,"sculptor,painter",,[]
Takashi Murakami,"Neo-Pop Art, Superflat",Neo-Pop Art,"{Neo-Pop Art:16},{Superflat:29}",45,Itabashi-ku,1962.0,,,male,Japan,"installation artist,film director,sculptor,painter,researcher","Tokyo,Munich,New York City",[]
Wang Guangyi,Neo-Pop Art,Neo-Pop Art,{Neo-Pop Art:19},19,Harbin,1957.0,,,male,People's Republic of China,"sculptor,painter",,[]
Gilbert Stuart,"Neo-Rococo, Rococo, Romanticism, Unknown",Rococo,"{Neo-Rococo:1},{Rococo:24},{Romanticism:31},{Unknown:1}",57,North Kingstown,1755.0,1828.0,Boston,male,United States,"portraitist,painter","London,Dublin,New York City,Boston,Edinburgh,Philadelphia,Newport,Washington, D.C.",[]
Ethel Léontine Gabain,Neo-Romanticism,Neo-Romanticism,{Neo-Romanticism:45},45,Le Havre,1883.0,1950.0,London,female,United Kingdom,"lithographer,painter",,[]
Graham Bell,Neo-Romanticism,Neo-Romanticism,{Neo-Romanticism:10},10,Edinburgh,1847.0,1922.0,Beinn Bhreagh,male,United Kingdom,"researcher,electrical engineer,inventor,physicist,professor,engineer,businessperson",,[]
Harald Sohlberg,Neo-Romanticism,Neo-Romanticism,{Neo-Romanticism:20},20,Christiania,1869.0,1935.0,Christiania,male,Norway,painter,,[]
Richard Eurich,Neo-Romanticism,Neo-Romanticism,{Neo-Romanticism:30},30,Bradford,1903.0,1992.0,Southampton,male,United Kingdom,painter,,[]
Stanley Spencer,Neo-Romanticism,Neo-Romanticism,{Neo-Romanticism:273},273,Cookham,1891.0,1959.0,Canadian Red Cross Memorial Hospital,male,United Kingdom,"drawer,painter,artist,engineer",Burghclere,[]
Walter Crane,Neo-Romanticism,Arts and Crafts,{Neo-Romanticism:96},96,Liverpool,1845.0,1915.0,Horsham,male,United Kingdom of Great Britain and Ireland,"drawer,visual artist,painter,illustrator",London,[]
Abraham van Strij,Neoclassicism,Neoclassicism,{Neoclassicism:38},38,Dordrecht,1753.0,1826.0,Dordrecht,male,Kingdom of the Netherlands,painter,Dordrecht,[]
Angelica Kauffman,"Neoclassicism, Rococo, Unknown",Rococo,"{Neoclassicism:50},{Rococo:30},{Unknown:1}",81,Chur,1741.0,1807.0,Rome,female,Three Leagues,"printmaker,visual artist,painter,artist","Rome,London,Venice",[]
Anne-Louis Girodet,"Neoclassicism, Orientalism, Romanticism",Romanticism,"{Neoclassicism:1},{Orientalism:1},{Romanticism:25}",27,Montargis,1767.0,1824.0,former 1st arrondissement of Paris,male,France,"printmaker,painter,illustrator,writer",Florence,['Florence:1795-1795']
Antoine-Jean Gros,"Neoclassicism, Orientalism, Unknown",Neoclassicism,"{Neoclassicism:21},{Orientalism:5},{Unknown:2}",28,Paris,1771.0,1835.0,Meudon,male,France,"visual artist,painter","Paris,Genoa,Milan","['Paris:1801-1835', 'Milan:1801-1801']"
Antonio Canova,"Neoclassicism, Unknown",Neoclassicism,"{Neoclassicism:21},{Unknown:1}",22,Possagno,1757.0,1822.0,Venice,male,Republic of Venice,"drawer,sculptor,painter,architect","Rome,Vienna,Venice,Naples",[]
Barbara Krafft,Neoclassicism,Neoclassicism,{Neoclassicism:16},16,Jihlava,1764.0,1825.0,Bamberg,female,Austrian Empire,"portraitist,painter,artist",,[]
Bartolomeo Pinelli,"Neoclassicism, Romanesque, Romanticism",Romanticism,"{Neoclassicism:1},{Romanesque:1},{Romanticism:46}",48,Rome,1781.0,1835.0,Rome,male,Papal States,"watercolorist,lithographer,drawer,printmaker,sculptor,painter,illustrator",Rome,[]
Benjamin West,"Neoclassicism, Rococo, Unknown",Rococo,"{Neoclassicism:46},{Rococo:63},{Unknown:3}",112,Springfield Township,1738.0,1820.0,London,male,United States,"architectural draftsperson,painter,artist","Rome,New York City,London",[]
Camille Corot,"Neoclassicism, Realism, Romanticism",Realism,"{Neoclassicism:9},{Realism:425},{Romanticism:68}",502,Paris,1796.0,1875.0,Paris,male,France,"drawer,architectural draftsperson,printmaker,visual artist,photographer,painter","Rome,Belgium,Honfleur,London,Amsterdam,Rotterdam,Barbizon,Dordrecht,Paris,Trouville-sur-Mer,Naples,Dieppe,The Hague",[]
Carle Vernet,"Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism:131},{Romanticism:5}",136,Bordeaux,1758.0,1836.0,Paris,male,France,"lithographer,visual artist,graphic artist,painter",,[]
Charles Despiau,Neoclassicism,Neoclassicism,{Neoclassicism:15},15,Mont-de-Marsan,1874.0,1946.0,13th arrondissement of Paris,male,France,"drawer,visual artist,sculptor,artist",Paris,['Paris:1892-1946']
Charles Willson Peale,"Neoclassicism, Rococo, Unknown",Rococo,"{Neoclassicism:1},{Rococo:64},{Unknown:1}",66,Chester,1741.0,1827.0,Philadelphia,male,United States,"painter,engraver,inventor,politician,military personnel,writer,naturalist,scientist","Virginia,United Kingdom,Philadelphia,Annapolis",[]
Christian August Lorentzen,"Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism:13},{Romanticism:6}",19,Sønderborg,1749.0,1828.0,Copenhagen,male,Kingdom of Denmark,"university teacher,painter",,[]
Christoffer Wilhelm Eckersberg,"Neoclassicism, Unknown",Neoclassicism,"{Neoclassicism:25},{Unknown:2}",27,Blåkrog,1783.0,1853.0,Copenhagen,male,Kingdom of Denmark,"university teacher,painter","Copenhagen,Paris",['Paris:1810-1813']
Claude-Joseph Vernet,"Neoclassicism, Unknown",Neoclassicism,"{Neoclassicism:45},{Unknown:1}",46,Avignon,1714.0,1789.0,Paris,male,Kingdom of France,"lithographer,printmaker,visual artist,painter",Roman Italy,[]
David Allan,"Neoclassicism, Romanticism",Romanticism,"{Neoclassicism:2},{Romanticism:43}",45,Alloa,1744.0,1796.0,Edinburgh,male,Kingdom of Great Britain,painter,"Rome,Scotland,London",[]
Dmitry Levitzky,"Neoclassicism, Rococo",Rococo,"{Neoclassicism:8},{Rococo:105}",113,Kyiv,1735.0,1822.0,Saint Petersburg,male,Cossack Hetmanate,painter,"Kyiv,Saint Petersburg","['Kyiv:1735-1756', 'Saint Petersburg:1756-1822']"
Domingos Sequeira,"Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism:11},{Romanticism:7}",18,Santa Maria de Belém,1768.0,1837.0,Rome,male,Kingdom of Portugal,"lithographer,painter",,[]
Edmonia Lewis,Neoclassicism,Neoclassicism,{Neoclassicism:14},14,Greenbush,1844.0,1907.0,Hammersmith,female,United States,"sculptor,artist","Boston,Rome",[]
Evelyn De Morgan,"Neoclassicism, Romanesque, Romanticism, Unknown",Romanticism,"{Neoclassicism:1},{Romanesque:1},{Romanticism:62},{Unknown:1}",65,London,1855.0,1919.0,London,female,United Kingdom of Great Britain and Ireland,painter,England,[]
Francisco Bayeu y Subias,"Neoclassicism, Rococo",Rococo,"{Neoclassicism:8},{Rococo:8}",16,Zaragoza,1734.0,1795.0,Q2807,male,Spain,painter,Q2807,[]
Francisco Goya,"Neoclassicism, Realism, Rococo, Romanticism, Unknown",Romanticism,"{Neoclassicism:1},{Realism:1},{Rococo:12},{Romanticism:349},{Unknown:43}",406,Fuendetodos,1746.0,1828.0,Bordeaux,male,Spain,"lithographer,drawer,printmaker,etcher,visual artist,painter","Italy,Cádiz,Seville,Q2807,Bordeaux,Zaragoza,Spain,Rome","['Italy:1770-1771', 'Q2807:1773-1823,1763-1770', 'Spain:1771-1773']"
François Gérard,Neoclassicism,Neoclassicism,{Neoclassicism:47},47,Rome,1770.0,1837.0,Paris,male,France,"portraitist,visual artist,painter,illustrator,politician,teacher","Paris,Rome","['Paris:1792-1837,1782-1790', 'Rome:1790-1792']"
Fyodor Alekseyev,Neoclassicism,Neoclassicism,{Neoclassicism:50},50,Saint Petersburg,1755.0,1824.0,Saint Petersburg,male,Russian Empire,"painter,teacher",,[]
Gavin Hamilton,"Neoclassicism, Orientalism",Neoclassicism,"{Neoclassicism:19},{Orientalism:1}",20,Lanarkshire,1723.0,1798.0,Rome,male,Kingdom of Great Britain,"anthropologist,archaeologist,art historian,painter,art dealer",,[]
George Dawe,Neoclassicism,Neoclassicism,{Neoclassicism:272},272,London,1781.0,1829.0,Kentish Town,male,United Kingdom of Great Britain and Ireland,"portraitist,printmaker,painter",Saint Petersburg,['Saint Petersburg:1818-1828']
Georgi Mashev,"Neoclassicism, Post-Impressionism, Realism, Symbolism",Realism,"{Neoclassicism:1},{Post-Impressionism:13},{Realism:3},{Symbolism:11}",28,Pazardzhik,1887.0,1946.0,Sofia,male,Bulgaria,"caricaturist,painter,illustrator",,[]
Gheorghe Tattarescu,"Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism:13},{Romanticism:19}",32,Focșani,1820.0,1894.0,Bucharest,male,Romania,painter,,[]
Giacomo Quarenghi,Neoclassicism,Neoclassicism,{Neoclassicism:11},11,Rota d'Imagna,1744.0,1817.0,Saint Petersburg,male,Russian Empire,"painter,architect","Saint Petersburg,Moscow,Rome",[]
Giovanni Battista Piranesi,Neoclassicism,Baroque,{Neoclassicism:1352},1352,Mogliano Veneto,1720.0,1778.0,Rome,male,Papal States,"etcher,archaeologist,visual artist,graphic artist,art historian,painter,engraver,architect",,[]
Jacob van Strij,Neoclassicism,Neoclassicism,{Neoclassicism:43},43,Dordrecht,1756.0,1815.0,Dordrecht,male,Kingdom of the Netherlands,"drawer,painter","Antwerp,Dordrecht","['Antwerp:1774-1776', 'Dordrecht:1776-1815']"
Jacques-Louis David,"Neoclassicism, Unknown",Neoclassicism,"{Neoclassicism:78},{Unknown:34}",112,Paris,1748.0,1825.0,City of Brussels,male,France,"architectural draftsperson,painter,politician","Paris,City of Brussels,Rome",[]
Jean Auguste Dominique Ingres,"Neoclassicism, Orientalism, Romanticism, Unknown",Neoclassicism,"{Neoclassicism:270},{Orientalism:3},{Romanticism:2},{Unknown:31}",306,Montauban,1780.0,1867.0,Paris,male,France,"drawer,architectural draftsperson,printmaker,visual artist,graphic artist,violinist,painter,politician,architect","Ravenna,Versailles,Paris,Florence,Siena,Urbino,Toulouse,Rome,Ancona,Meung-sur-Loire,Naples,Orvieto,Dampierre-Saint-Nicolas",[]
Jean-Antoine Houdon,Neoclassicism,Neoclassicism,{Neoclassicism:19},19,Versailles,1741.0,1828.0,Paris,male,France,"visual artist,medalist,sculptor","Rome,Paris","['Rome:1764-1768', 'Paris:1776-1776']"
Jean-Baptiste Pigalle,"Neoclassicism, Rococo",Rococo,"{Neoclassicism:2},{Rococo:20}",22,Paris,1714.0,1785.0,Paris,male,France,sculptor,Paris,[]
Jean-Joseph-Xavier Bidauld,Neoclassicism,Neoclassicism,{Neoclassicism:44},44,Carpentras,1758.0,1846.0,Montmorency,male,France,painter,,[]
John Flaxman,Neoclassicism,Neoclassicism,{Neoclassicism:135},135,York,1755.0,1826.0,London,male,United Kingdom of Great Britain and Ireland,"drawer,designer,visual artist,graphic artist,sculptor,painter,illustrator,artist,poet",Florence,['Florence:1787-1787']
John Gibson,Neoclassicism,Neoclassicism,{Neoclassicism:33},33,,,,,male,,,,[]
John Lewis Krimmel,"Neoclassicism, Romanticism",Neoclassicism,"{Neoclassicism:1},{Romanticism:19}",20,Württemberg,1786.0,1821.0,Germantown,male,United States,painter,,[]
John Simpson,"Neoclassicism, Romanticism, Unknown",Neoclassicism,"{Neoclassicism:9},{Romanticism:7},{Unknown:1}",17,London,1782.0,1847.0,London,male,United Kingdom of Great Britain and Ireland,painter,"London,Portugal",[]
John Singleton Copley,"Neoclassicism, Romanticism, Unknown",Neoclassicism,"{Neoclassicism:152},{Romanticism:4},{Unknown:3}",159,Boston,1738.0,1815.0,London,male,United States,"painter,artist","Boston,London","['Boston:1753-1774', 'London:1774-1815']"
John Trumbull,"Neoclassicism, Unknown",Neoclassicism,"{Neoclassicism:10},{Unknown:5}",15,Lebanon,1756.0,1843.0,New York City,male,United States,"painter,architect","Boston,London,Connecticut,New York City",[]
John William Godward,Neoclassicism,Neoclassicism,{Neoclassicism:133},133,Wimbledon,1861.0,1922.0,Wimbledon,male,United Kingdom of Great Britain and Ireland,painter,"Rome,London",['Rome:1912-1919']
Joseph Anton Koch,"Neoclassicism, Romanticism, Unknown",Neoclassicism,"{Neoclassicism:67},{Romanticism:5},{Unknown:2}",74,Elbigenalp,1768.0,1839.0,Rome,male,Austria,"graphic artist,painter,illustrator",,[]
